REF,Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Continent_company,Sub-region_company,Continent_origin,Sub-region_origin,Manufacturer,Company
1137.0,Peru,2013.0,Peru,Peru,70.0,"4- B,S,C,V","gritty, earthy, melon",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Pascha,Pascha
1137.0,Peru,2013.0,Peru,Peru,55.0,"4- B,S,C,V","gritty, sweet, off",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Pascha,Pascha
196.0,U.S.A.,2007.0,Madagascar,Madagascar,70.0,"3- B,S,C","mild tart, wine, red fruit, long",4.0,Americas,Northern America,Africa,Sub-Saharan Africa,Patric,Patric
331.0,U.S.A.,2009.0,Madagascar,Madagascar,75.0,"3- B,S,C","simple red berry, rich, long",4.0,Americas,Northern America,Africa,Sub-Saharan Africa,Patric,Patric
439.0,U.S.A.,2009.0,Madagascar,Madagascar,67.0,"3- B,S,C","creamy, fruit forward, rich",3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Patric,Patric
439.0,U.S.A.,2009.0,Venezuela,"Rio Caribe, Paria Penninsula",70.0,"3- B,S,C","earthy, nutty",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Patric,Patric
636.0,U.S.A.,2011.0,Blend,Signature Blend,70.0,"3- B,S,C","smooth, red berry, cocoa",3.75,Americas,Northern America,Blend,Blend,Patric,Patric
1034.0,U.S.A.,2013.0,Peru,"Piura, Choc. Garage Exclusive",67.0,"3- B,S,C","creamy, cocoa, grapes",4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Patric,Patric
1271.0,U.K.,2014.0,Madagascar,"Madagascar, w/ shell",64.0,"2- B,S*","coarse, sweet, tart, earthy",2.75,Europe,Northern Europe,Africa,Sub-Saharan Africa,Paul Young,Paul Young
1271.0,U.K.,2014.0,Madagascar,"Madagascar, w/ shell",73.0,"2- B,S*","sticky, mild citrus, earthy",2.25,Europe,Northern Europe,Africa,Sub-Saharan Africa,Paul Young,Paul Young
1454.0,U.S.A.,2015.0,Dominican Republic,Dominican Republic,82.0,"3- B,S,C","coarse, earthy, sweet",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Peppalo,Peppalo
2258.0,U.S.A.,2018.0,Fiji,Fiji,75.0,"3- B,S*,C","mild smokey, black licorice",3.0,Americas,Northern America,Oceania,Melanesia,Perrenial,Perrenial
2294.0,Canada,2019.0,Peru,"Ucayali, batch PR-17",70.0,"4- B,S,C,L","off aroma, anise, dried fruit",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Petite Patrie,Petite Patrie
81.0,Belgium,2006.0,Mexico,"Porcelana, Tabasco,  Limited Ed.",72.0,"5- B,S,C,V,L","mild tart, long and rich",4.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
93.0,Belgium,2006.0,Venezuela,"Ocumare, Puerto Cabello, Venezuela",72.0,"5- B,S,C,V,L","rich cocoa, marshmallow",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
93.0,Belgium,2006.0,Indonesia,"Kendem Lembu, Java",72.0,"5- B,S,C,V,L","red fruit, smokey, sour",3.0,Europe,Western Europe,Asia,South-eastern Asia,Pierre Marcolini,Pierre Marcolini
111.0,Belgium,2007.0,Blend,"Cabosse, Venezuela, Java",70.0,"5- B,S,C,V,L","rich cocoa, tart citrus",4.0,Europe,Western Europe,Blend,Blend,Pierre Marcolini,Pierre Marcolini
141.0,Belgium,2007.0,Madagascar,"Sambirano, Ambanja, Madagascar",72.0,"5- B,S,C,V,L","tangy, floral, spicy, cocoa",4.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Pierre Marcolini,Pierre Marcolini
129.0,Belgium,2007.0,Ecuador,"Los Rios, Puerto Romero, Equateur",72.0,"5- B,S,C,V,L","creamy, cocoa, grassy",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
166.0,Belgium,2007.0,Blend,"Fleur de Cacao, Venezuela/ Ghana",85.0,"5- B,S,C,V,L","cinamon, bitter aftertaste",3.5,Europe,Western Europe,Blend,Blend,Pierre Marcolini,Pierre Marcolini
414.0,Belgium,2009.0,Brazil,"Bahia Brazil, Fazenda Sao Pedro",72.0,"5- B,S,C,V,L","smokey, floral, mild",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
445.0,Belgium,2009.0,Mexico,"Porcelana, Tabasco,  Finca La Joya",72.0,"5- B,S,C,V,L","bland, subtle dairy, burning",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
516.0,Belgium,2010.0,Cuba,Baracoa,78.0,"5- B,S,C,V,L","chunky, rich and spicy",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
478.0,Belgium,2010.0,Trinidad and Tobago,Trinite,75.0,"5- B,S,C,V,L",berry notes with sweet edge,3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
478.0,Belgium,2010.0,Venezuela,Chuao,75.0,"5- B,S,C,V,L","strong vanilla, nutty, spicey",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
531.0,Belgium,2010.0,Peru,"Peru, Las Pampas P.",85.0,"5- B,S,C,V,L","bitter, coffee, cocoa",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pierre Marcolini,Pierre Marcolini
1658.0,Belgium,2015.0,Cameroon,"Haut Penja, w/ nibs",70.0,"5- B,S,C,V,L","mild fruit, woody",3.25,Europe,Western Europe,Africa,Sub-Saharan Africa,Pierre Marcolini,Pierre Marcolini
2342.0,Belgium,2019.0,Madagascar,"Sambirano, Rieur, Ambanja",76.0,"4- B,S,C,L","powdery, roasty, off flavor",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Pierre Marcolini,Pierre Marcolini
2342.0,Belgium,2019.0,Cameroon,"Haut Penja, Transporte",70.0,"4- B,S,C,L","rich cocoa, off flavor",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Pierre Marcolini,Pierre Marcolini
2462.0,U.S.A.,2020.0,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 304",70.0,"3- B,S,C","sweet, cream, cherry, rich",3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Piety and Desire,Piety and Desire
2462.0,U.S.A.,2020.0,India,Kerla,73.0,"3- B,S,C","creamy, fruity, mocha",3.5,Americas,Northern America,Asia,Southern Asia,Piety and Desire,Piety and Desire
2462.0,U.S.A.,2020.0,Vietnam,"Dak Nong, batch 405",70.0,"3- B,S,C","swiss miss, pistachio, rich",3.0,Americas,Northern America,Asia,South-eastern Asia,Piety and Desire,Piety and Desire
1772.0,U.S.A.,2016.0,Honduras,Wampusirpi Region,80.0,"4- B,S,V,L","banana, earthy ending",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Pinellas,Pinellas
1319.0,U.S.A.,2014.0,Ecuador,"Camino Verde P., Balao, Guayas, ""Floral""",73.0,"2- B,S","intense, floral, leather",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
1311.0,U.S.A.,2014.0,Madagascar,Akesson Estate,73.0,"2- B,S","intense, dried fruit, roasty",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Pitch Dark,Pitch Dark
1319.0,U.S.A.,2014.0,Ecuador,"Camino Verde P., Balao, Guayas, ""Fruity""",73.0,"2- B,S","tobacco, woody, rum",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
1315.0,U.S.A.,2014.0,Fiji,Namau Village,73.0,"2- B,S","intense smoke, medicinal",2.5,Americas,Northern America,Oceania,Melanesia,Pitch Dark,Pitch Dark
1510.0,U.S.A.,2015.0,Nicaragua,Rugoso,80.0,"2- B,S","chunky, dairy, nutty, rich",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
1506.0,U.S.A.,2015.0,Nicaragua,Johe,80.0,"2- B,S","dry, sandy, earthy, leathery",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
1510.0,U.S.A.,2015.0,Nicaragua,Chuno,80.0,"3- B,S,C","metal, earthy, pungent",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
1510.0,U.S.A.,2015.0,Nicaragua,Nicalizo,80.0,"3- B,S,C","metal, molasses, roasty",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
1506.0,U.S.A.,2015.0,Nicaragua,Tenor,62.0,"3- B,S,C","coarse, earthy, metal, sweet",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Pitch Dark,Pitch Dark
829.0,U.S.A.,2012.0,Peru,"Peru, batch 1",82.0,"3- B,S,C","dry, red berry, off note",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,aka Dead Dog,Pomm
829.0,U.S.A.,2012.0,Dominican Republic,"La Red, 2011",76.0,"3- B,S,C","molasses, banana, chemical",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,aka Dead Dog,Pomm
607.0,U.S.A.,2010.0,Costa Rica,"Upala, Batch 12",82.0,"2- B,S","bright red fruit,smoke,powerful",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
647.0,U.S.A.,2011.0,Costa Rica,Upala w/ nibs,70.0,"2- B,S","grass,chewy,nibs add bitterness",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
789.0,U.S.A.,2011.0,Brazil,Bahia,70.0,"2- B,S","mint, candied",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
654.0,U.S.A.,2011.0,Costa Rica,"Upala, Batch 18",70.0,"2- B,S","fudgey, mild smoke",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
789.0,U.S.A.,2011.0,Peru,"San Martin, Amazonian Highlands",70.0,"2- B,S","grassy, earthy",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
1387.0,U.S.A.,2014.0,Venezuela,"Cuyagua, 2013",70.0,"2- B,S","mildy nutty, cocoa, spice",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
1820.0,U.S.A.,2016.0,Dominican Republic,"Oko Caribe, Duarte Province, 2016 H.",70.0,"2- B,S","dense, rich, nuanced",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
2076.0,U.S.A.,2018.0,Colombia,Tumaco,70.0,"2- B,S","marshmallow, distinquished",4.0,Americas,Northern America,Americas,Latin America and the Caribbean,Potomac,Potomac
32.0,France,2006.0,Jamaica,Jamaique,75.0,"4- B,S,C,L","creamy, spicy",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
93.0,France,2006.0,Ecuador,Fortissima,80.0,"4- B,S,C,L","vegetal, fruit, smoke",3.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
99.0,France,2006.0,Blend,"Djakarta, Java and Ghana",75.0,"4- B,S,C,L","tart, fruit, cocoa",3.5,Europe,Western Europe,Blend,Blend,Pralus,Pralus
40.0,France,2006.0,Vanuatu,Vanuatu,75.0,"4- B,S,C,L","smoke dominates, mild fruit",3.0,Europe,Western Europe,Oceania,Melanesia,Pralus,Pralus
99.0,France,2006.0,Cuba,Cuba,75.0,"4- B,S,C,L","earthy, tobacco, mushroom",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
99.0,France,2006.0,Blend,"Caracas, Venezuela and Ghana",75.0,"4- B,S,C,L","sandy, roasty, cocoa",3.0,Europe,Western Europe,Blend,Blend,Pralus,Pralus
105.0,France,2006.0,Brazil,"Monte Alegre (Itacare), Brazil",75.0,"4- B,S,C,L","creamy, fatty, burnt",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
162.0,France,2007.0,Sao Tome,Claudio Corallo w/ nibs,75.0,"4- B,S,C,L","large nibs, spicy, cocoa",4.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Pralus,Pralus
280.0,France,2008.0,Brazil,"Monte Alegre, Diego Badero",75.0,"4- B,S,C,L","complex, herbal, sour",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
202.0,France,2008.0,Madagascar,"Sambirano Valley, Le 100%",100.0,"2- B,C","fatty, mild fruit, bitter, smoke",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Pralus,Pralus
280.0,France,2008.0,Dominican Republic,Dominican Republic-Organic,75.0,"4- B,S,C,L","sandy, sour",2.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
451.0,France,2009.0,Venezuela,Cuyagua,75.0,"4- B,S,C,L","creamy, burnt,ashey, lemon",2.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
486.0,France,2010.0,Venezuela,Chuao,75.0,"4- B,S,C,L","nutty, red berry, rich",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
717.0,France,2011.0,Venezuela,"Porcelana, S. of Lake Maracaibo",75.0,"4- B,S,C,L","burnt nuts, subtle fruit",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
1446.0,France,2015.0,Peru,Peru,75.0,"3- B,S,C","subdued, floral, nutty, fatty",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
2410.0,France,2019.0,Sao Tome,Sao Tome & Principe,75.0,"4- B,S,C,L","deep cocoa, fatty, mild ashey",3.5,Europe,Western Europe,Africa,Sub-Saharan Africa,Pralus,Pralus
2414.0,France,2019.0,Tanzania,Tanzanie,75.0,"4- B,S,C,L","spicy, cocoa",3.5,Europe,Western Europe,Africa,Sub-Saharan Africa,Pralus,Pralus
2418.0,France,2019.0,Ecuador,Equateur,75.0,"4- B,S,C,L","dried fruit, floral",3.5,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
2410.0,France,2019.0,Trinidad and Tobago,Trinidad,75.0,"4- B,S,C,L","tobacco,deep cocoa, sl. burnt",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
2414.0,France,2019.0,Ghana,Ghana,75.0,"4- B,S,C,L","rich cocoa, fatty, roasty",3.25,Europe,Western Europe,Africa,Sub-Saharan Africa,Pralus,Pralus
2318.0,France,2019.0,Papua New Guinea,Papouasie,75.0,"4- B,S,C,L","smoke, fat, hammy",3.0,Europe,Western Europe,Oceania,Melanesia,Pralus,Pralus
2406.0,France,2019.0,Papua New Guinea,Papouasie,75.0,"4- B,S,C,L","complex, smoke, intense",3.0,Europe,Western Europe,Oceania,Melanesia,Pralus,Pralus
2410.0,France,2019.0,Indonesia,Java,75.0,"4- B,S,C,L","fruit, woody, ashey, fatty",3.0,Europe,Western Europe,Asia,South-eastern Asia,Pralus,Pralus
2410.0,France,2019.0,Venezuela,Barlovento,75.0,"4- B,S,C,L","roasty, black licorice, rubbery",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
2414.0,France,2019.0,Madagascar,Nosy Be Isle.,75.0,"4- B,S,C,L","high acidity,roasty,sour,chalky",3.0,Europe,Western Europe,Africa,Sub-Saharan Africa,Pralus,Pralus
2418.0,France,2019.0,Colombia,Colombie,75.0,"4- B,S,C,L","sandy, coffee, sweet, roasty",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Pralus,Pralus
2118.0,U.S.A.,2018.0,Tanzania,"Kokoa Kamili, 2018 Harvest",75.0,"2- B,S*","sour palm, rich cocoa, fruit",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Primo Botanica,Primo Botanica
2118.0,U.S.A.,2018.0,Peru,Choba Choba,75.0,"2- B,S*","molasses, coffee, cocoa",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Primo Botanica,Primo Botanica
2318.0,South Korea,2019.0,Vietnam,Vietnam,70.0,"2- B,S","fruit, tart, fertilzer",2.75,Asia,Eastern Asia,Asia,South-eastern Asia,Public Chocolatory,Public Chocolatory
1223.0,U.K.,2014.0,Madagascar,"Akessons Estate, Sambirano, Ambanja, b. 3212",72.0,"3- B,S,C","long, mellow, buttery",3.25,Europe,Northern Europe,Africa,Sub-Saharan Africa,Pump Street Bakery,Pump Street Bakery
1223.0,U.K.,2014.0,Ecuador,Guantupi River,75.0,"3- B,S,C","perfume, roasted caramel",3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
1223.0,U.K.,2014.0,Venezuela,"Patanemo, Carabobo, Tisano family, b. 3211",75.0,"3- B,S,C","nutty, fuel, intense",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
1227.0,U.K.,2014.0,Ecuador,Guantupi River,85.0,"3- B,S,C","floral, slightly burnt, intense",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
1502.0,U.K.,2015.0,Grenada,"Crayfish Bay Estate, 2014",70.0,"3- B,S,C","dark berry, mild floral",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
1530.0,U.K.,2015.0,Madagascar,"Akesson's, batch 4411",74.0,"3- B,S,C","dairy, butterscotch, caramel",3.5,Europe,Northern Europe,Africa,Sub-Saharan Africa,Pump Street Bakery,Pump Street Bakery
1688.0,U.K.,2015.0,Honduras,Honduras,80.0,"3- B,S,C","chunky, earthy, rubber",2.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
1872.0,U.K.,2016.0,Ecuador,"Chocoan Rainforest, Teroro Escondido, ESM",77.0,"3- B,S,C","floral, grain, deep cocoa",3.5,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
1956.0,U.K.,2017.0,Jamaica,"Bachelor's Hall, batch 6911",75.0,"2- B,S","sticky, mild, hay, honey",3.75,Europe,Northern Europe,Americas,Latin America and the Caribbean,Pump Street Bakery,Pump Street Bakery
2166.0,U.K.,2018.0,Solomon Islands,"Guadalcanal, Tenaru, David Natei F.",72.0,"3- B,S,C",dominant savory,3.25,Europe,Northern Europe,Oceania,Melanesia,Pump Street Bakery,Pump Street Bakery
931.0,Italy,2012.0,Venezuela,Venezuela,73.0,"4- B,S,C,L","fatty, vanilla, orange",2.75,Europe,Southern Europe,Americas,Latin America and the Caribbean,Pura Delizia,Pura Delizia
1988.0,Italy,2017.0,Dominican Republic,Dominican,65.0,"4- B,S,C,L","peanut, soy, sunflower",3.75,Europe,Southern Europe,Americas,Latin America and the Caribbean,Pura Delizia,Pura Delizia
1984.0,Italy,2017.0,Vietnam,Vietnam,75.0,"4- B,S,C,L","intense, fig, roasty, citrus",3.5,Europe,Southern Europe,Asia,South-eastern Asia,Pura Delizia,Pura Delizia
1988.0,Italy,2017.0,Philippines,Philippines,66.0,"4- B,S,C,L","spice, sunflower",3.5,Europe,Southern Europe,Asia,South-eastern Asia,Pura Delizia,Pura Delizia
1988.0,Italy,2017.0,Ecuador,Ecuador,73.0,"4- B,S,C,L","few grits, strong floral",3.25,Europe,Southern Europe,Americas,Latin America and the Caribbean,Pura Delizia,Pura Delizia
1988.0,Italy,2017.0,Papua New Guinea,Papua New Guinea,75.0,"4- B,S,C,L",intense smoke,3.25,Europe,Southern Europe,Oceania,Melanesia,Pura Delizia,Pura Delizia
935.0,Brazil,2012.0,Brazil,Brazil,65.0,"3- B,S,C","muted, banana, hot cocoa",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Q Chocolate,Q Chocolate
935.0,Brazil,2012.0,Brazil,Brazil,60.0,"3- B,S,C","sweet, intense banana",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Q Chocolate,Q Chocolate
1057.0,Brazil,2013.0,Brazil,Brazil,85.0,"3- B,S,C","mild bitter, banana, citrus",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Q Chocolate,Q Chocolate
1057.0,Brazil,2013.0,Brazil,Brazil,75.0,"3- B,S,C","sticky, intense, roasty, fruit",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Q Chocolate,Q Chocolate
1069.0,Brazil,2013.0,Brazil,Brazil,80.0,"3- B,S,C","tannic, fruity, cocoa",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Q Chocolate,Q Chocolate
1069.0,Brazil,2013.0,Brazil,Brazil,55.0,"3- B,S,C","creamy, too sweet, sour",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Q Chocolate,Q Chocolate
2238.0,Canada,2018.0,Peru,"Bagua, Amazonas",70.0,"3- B,S,C","pungent, grapes",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Qantu,Qantu
2426.0,Canada,2019.0,Peru,"Chunchu, Ayacucho, lot 208",70.0,"3- B,S,C","bold, nutty, floral, wine",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Qantu,Qantu
2470.0,Canada,2020.0,Peru,"Morropon, Piura, AoC Golden Bean 2018",70.0,"3- B,S,C","intense plum, harsh woody",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Qantu,Qantu
1800.0,Mexico,2016.0,Mexico,"Uranga, Lot 22032016",74.0,"3- B,S,C","waxy, gritty, spicy, hammy",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Wolter,Quetzalli
1796.0,Mexico,2016.0,Mexico,"Mexico, Lot 28022016",70.0,"3- B,S,C","gritty, waxy, leather",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Wolter,Quetzalli
785.0,U.S.A.,2011.0,Dominican Republic,La Red,85.0,"3- B,S,C","creamy, pasty, bitter, cocoa",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Raaka,Raaka
959.0,U.S.A.,2012.0,Madagascar,Madagascar,75.0,"3- B,S,C","gritty, sticky, candied",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Raaka,Raaka
1708.0,U.S.A.,2015.0,Congo,Virunga,75.0,"3- B,S,C","refined, honey, rubber",2.75,Americas,Northern America,Africa,Sub-Saharan Africa,Raaka,Raaka
1788.0,U.S.A.,2016.0,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70.0,"3- B,S,C","pungent, green, citrus",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Raaka,Raaka
2032.0,U.S.A.,2017.0,Haiti,"Pisa, roasted",70.0,"3- B,S,C",basic cocoa,3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Raaka,Raaka
2032.0,U.S.A.,2017.0,Haiti,"Pisa, unroasted",70.0,"3- B,S,C",green,3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Raaka,Raaka
470.0,Guatemala,2010.0,Guatemala,Suchitepequez E.,70.0,"5- B,S,C,V,L","Easter candy, burnt",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Rain Republic,Rain Republic
565.0,Ecuador,2010.0,Ecuador,Ecuador,75.0,,slightly dry and super spicey,3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Rancho San Jacinto,Rancho San Jacinto
1562.0,U.S.A.,2015.0,Peru,"Tumbes, Batch 2",73.0,"2- B,S","dried fruit, raisins, nutty",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Ranger,Ranger
1562.0,U.S.A.,2015.0,Peru,"Chulucanas, Batch 1",80.0,"2- B,S","fruity, melon",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Ranger,Ranger
1558.0,U.S.A.,2015.0,Peru,"San Martin, Batch 2",70.0,"2- B,S","oily, intense vinegar",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Ranger,Ranger
1872.0,France,2016.0,Peru,Piura,75.0,"3- B,S,C","fatty, cocoa",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Raoul Boulanger,Raoul Boulanger
2158.0,U.S.A.,2018.0,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72.0,"3- B,S,C","creamy, complex, maple",3.75,Americas,Northern America,Africa,Sub-Saharan Africa,Raphio,Raphio
2158.0,U.S.A.,2018.0,Peru,"El Gran Sapasoa, batch IP7487",72.0,"3- B,S,C",dominant spice,3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Raphio,Raphio
2166.0,U.S.A.,2018.0,Ecuador,Camino Verde,72.0,"3- B,S,C","floral, malt, high astringcy",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Raphio,Raphio
2330.0,U.S.A.,2019.0,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72.0,"3- B,S,C","floral, roasted cacao, dirty",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Raphio,Raphio
2334.0,U.S.A.,2019.0,Nicaragua,Matagalpa,72.0,"3- B,S,C","grassy, earthy, roasty, dirty",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Raphio,Raphio
867.0,Poland,2012.0,Peru,Raw,70.0,,"smooth, green, vegetal",2.5,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Raw Cocoa,Raw Cocoa
170.0,Ecuador,2007.0,Ecuador,Los Rios,75.0,"4- B,S,C,L","vanilla, dark roast, spicy",3.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,aka Confecta,Republica del Cacao
147.0,Ecuador,2007.0,Ecuador,El Oro,67.0,"4- B,S,C,L","creamy, caramel, dairy",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,aka Confecta,Republica del Cacao
147.0,Ecuador,2007.0,Ecuador,Manabi,75.0,"4- B,S,C,L","cinamon, hazelnut, roasty",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,aka Confecta,Republica del Cacao
439.0,Ecuador,2009.0,Ecuador,"Los Rios, Vinces",75.0,"4- B,S,C,L","strong rubber, off chemical",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,aka Confecta,Republica del Cacao
494.0,Ecuador,2010.0,Ecuador,Esmeraldas,75.0,"4- B,S,C,L","strong spicey, earthy green",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,aka Confecta,Republica del Cacao
745.0,U.S.A.,2011.0,Costa Rica,Costa Rica,75.0,"2- B,S","dark berry, woody,astringent",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Ritual,Ritual
891.0,U.S.A.,2012.0,Madagascar,"Sambirano, 2011 harvest, batch 1",75.0,"2- B,S","dark berry, tropical, nutty",4.0,Americas,Northern America,Africa,Sub-Saharan Africa,Ritual,Ritual
979.0,U.S.A.,2012.0,Trinidad and Tobago,"Gran Couva, 2012 harvest, batch 001",75.0,"2- B,S","orange, heavy roast",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Ritual,Ritual
967.0,U.S.A.,2012.0,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75.0,"2- B,S","dried fruit, nut, bitter, roasty",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Ritual,Ritual
1089.0,U.S.A.,2013.0,Belize,"Toledo District, Maya, batch 001",75.0,"2- B,S","thick, slow, pure",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Ritual,Ritual
1181.0,U.S.A.,2013.0,Peru,"Maranon, Cajamarca, batch 002",75.0,"2- B,S","intense, roasty, spice",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Ritual,Ritual
